标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID,,bot
[可怜]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/30/2020 23:55,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[可怜]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,fd9f6a061a6b2df19ec17bd2c8b9af37,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[污]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 4:33,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[污]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,ea5cc63ba1caf9483c9062af9099cc82,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[太开心]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,8/31/2020 7:43,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[太开心]//@ACE想睡觉:#王俊凯[超话]#/#周杰伦王俊凯代言lol# 是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,周杰伦王俊凯代言LOL;王俊凯[超话];英雄联盟9周年,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,ded91f9ab6ef7effa818b35f9c8796bf,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,df74d026446093b42f6700153cde74c3,135cf8da135f94be51c22b9c0e7cfbdc,,1
[二哈]//@ACE想睡觉:[打call]#王俊凯[超话]#/#王俊凯是电竞男主吧#  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 ,非敏感,转发,9/2/2020 5:39,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,普通,安徽,合肥,女,[二哈]//@ACE想睡觉:[打call]#王俊凯[超话]#/#王俊凯是电竞男主吧#  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯。#Beautiful-TFBOYS-王俊凯[音乐]# @TFBOYS-王俊凯 【原微博】 @TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??,0,337,0,0,0,王俊凯[超话];英雄联盟9周年;王俊凯是电竞男主吧,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/9b884b3bly1gi6wk5xurlj22bc1awkjn.jpg""]""",2e83b1d78e9c2cd194d109a215948c04,43a7fce22a9b055871b101ba0bda1df1,308855dae3e915c6570d9ad83828849d,56a72191f073d1c3185bba3171aafbb9,091fb10b6fef837da5bc93c98553bb2d,135cf8da135f94be51c22b9c0e7cfbdc,,1
[求关注]//@用户7472381350会飞的鱼:转发微博 ,非敏感,转发,10/14/2020 1:10,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,普通,黑龙江, ,女,[求关注]//@用户7472381350会飞的鱼:转发微博 【原微博】 @时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??,0,1408,0,0,0,湖人总冠军;爱豆V力量;拍一张名叫快乐的照片,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq6sgr7jj30xc0hgq81.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/006K3Bq7ly1gjmq7ebyu4j31ng2iqqob.jpg""]""",2e641ed1dc620ba7ae1de3870c486a32,b2ad71a9527ef54321ba1db5bdfba967,71c9c8e4e7495dea7f6dbe3104a08f9c,88947c0e2ed2d74c86caac169d9079dd,fef8fae5e61fd758036ec4d325ef5341,150ec83b3e4f0528ea92b63a826ec398,,1
山西科蜜们有组织了～进群我欢迎?科比超话 #湖人总冠军##热火战胜湖人# ～10ScIhQ16。 ??,非敏感,原创,10/16/2020 16:19, ,普通,安徽,池州,女,山西科蜜们有组织了～进群我欢迎?科比超话 #湖人总冠军##热火战胜湖人# ～10ScIhQ16。 ??,555,2244,0,0,0,湖人总冠军;热火战胜湖人,喜悦,"山西省,山西", ,2e50d9800896719382e8f33be14dd586,6b0e1a4ef128a0e5d7060d71830ea39d,,,,,,0
? 特殊的时间 不一样的kobe girls?////马小樂愛kobeBryant #湖人总冠军# 科比超话 ～10vVcyh16。 ??,非敏感,原创,10/16/2020 16:19, ,普通,安徽,池州,女,? 特殊的时间 不一样的kobe girls?////马小樂愛kobeBryant #湖人总冠军# 科比超话 ～10vVcyh16。 ??,555,2244,0,0,0,湖人总冠军,喜悦,其他, ,2e50d9800896719382e8f33be14dd586,1842f5967bd25c817f8cf8c0d9f5ced8,,,,,,0
我…… ,非敏感,转发,9/19/2020 21:49,@August_babygirl 我要单切！这段真的鲨我啊啊啊啊啊啊[抓狂][抓狂][抓狂]反！复！去！世！#乘风破浪的姐姐成团之夜# 蔡徐坤 cxk  巨C #想魂穿蔡徐坤的伴舞# http://t.cn/A64fJFjK ??,普通,广西, ,女,我…… 【原微博】 @August_babygirl 我要单切！这段真的鲨我啊啊啊啊啊啊[抓狂][抓狂][抓狂]反！复！去！世！#乘风破浪的姐姐成团之夜# 蔡徐坤 cxk  巨C #想魂穿蔡徐坤的伴舞# http://t.cn/A64fJFjK ??,146,1240,0,0,0,乘风破浪的姐姐成团之夜;想魂穿蔡徐坤的伴舞,恐惧,其他, ,2dd0a725a0afe5fe8e023936ff7a9553,6a6800bdeb637953ed844fde3ab3d7a7,a53adbde4edec54e96d4882771feb831,e248a309b3505486d15a31362a1ef652,a53adbde4edec54e96d4882771feb831,e248a309b3505486d15a31362a1ef652,,0
这个。。。。。。。。。。。。 ,非敏感,转发,9/4/2020 21:52,@全娱乐沸点 #乘风破浪的姐姐成团之夜# #李宇春姐姐们开场走秀好像维密#李宇春 春春首秀《无价之姐》，太飒了！！！唱得好稳，身材、气场绝了！果然大佬还是大佬[中国赞]  http://t.cn/A64fi0Pf ??,普通,河南,驻马店,男,这个。。。。。。。。。。。。 【原微博】 @全娱乐沸点 #乘风破浪的姐姐成团之夜# #李宇春姐姐们开场走秀好像维密#李宇春 春春首秀《无价之姐》，太飒了！！！唱得好稳，身材、气场绝了！果然大佬还是大佬[中国赞]  http://t.cn/A64fi0Pf ??,0,415,0,0,0,李宇春姐姐们开场走秀好像维密;乘风破浪的姐姐成团之夜,喜悦,其他, ,2d8939a142140941965d797b85b3ab08,1d6d13a44eae1ad8a4e75739341150ce,6bacadee18c758e68e7bba8a7ed46329,ceb8a9b376c2d457d8359800e5a4b56d,6bacadee18c758e68e7bba8a7ed46329,ceb8a9b376c2d457d8359800e5a4b56d,,0
心中的兄弟情&篮球梦就是有梦一起闯，一起加油实现梦想! ,非敏感,转发,10/14/2020 14:24,@HYPERICE运动康复 #湖人总冠军# 恭喜湖人队夺冠，老詹牛气！！【转评赞】本微博，10月15日抽奖赠出一台詹皇同款#hypervolt筋膜枪# @微博抽奖平台 [憧憬] 说说你心中的兄弟情&篮球梦吧~ ??,普通,河北,石家庄,女,心中的兄弟情&篮球梦就是有梦一起闯，一起加油实现梦想! 【原微博】 @HYPERICE运动康复 #湖人总冠军# 恭喜湖人队夺冠，老詹牛气！！【转评赞】本微博，10月15日抽奖赠出一台詹皇同款#hypervolt筋膜枪# @微博抽奖平台 [憧憬] 说说你心中的兄弟情&篮球梦吧~ ??,476,30888,0,0,0,湖人总冠军;HYPERVOLT筋膜枪,喜悦,其他,"[http://wx1.sinaimg.cn/bmiddle/005QNLl3gy1gjmfljnbbag30al09jqv8.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/005QNLl3gy1gjmflj6vzug30ax09jnpf.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/005QNLl3gy1gjmfli2vvpg30al09j7wj.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/005QNLl3gy1gjmfm3w4fmj30u00u0wjy.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/005QNLl3gy1gjmfl9t6bpj30c80c8wer.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/005QNLl3gy1gjmfla5f0xj30u00u0jzf.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/005QNLl3gy1gjmfljnce5g30c10a2x6q.gif""&&&&""http://wx1.sinaimg.cn/bmiddle/005QNLl3gy1gjmflvhc4vj30lc0qoq5b.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/005QNLl3gy1gjmfmm8uugj30lc0qo773.jpg""]""",2d7e8e41a670ad1bbbc4b5a63df58740,461b4714e059e62911a9bfceed2fee3e,7ef1d223733fab068e6c9eabefe90c6b,4419f2bd5bb69aab7c8c9de88e8a858f,7ef1d223733fab068e6c9eabefe90c6b,4419f2bd5bb69aab7c8c9de88e8a858f,,0
//@李宇春疯狂工作室:#李宇春[超话]# 三十而骊，这个夏天用汗水与泪水铸就的所有无价之姐们，请永远自信明亮。http://t.cn/A64Vma33 ，和主题曲创意总监、X大使@李宇春 一起乘风破浪！ ,非敏感,转发,9/4/2020 14:25,@乘风破浪的姐姐 她以戏谑而潇洒的态度完美释出“无价之姐”，她说“X”是不断拓宽边界、更新迭代的动力。十五年，野生野长，用自己的力量打破禁锢，尝试无限可能，她或许就是对“X”最好的诠释！等了一季，可把你给盼来了！主题曲创意总监、X大使：@李宇春 和30个姐姐一起跳《无价之姐》吗？全网都会的那种！#乘风破浪的姐姐#成团之夜http://t.cn/A64VnYV0 20:00湖南娱乐频道&芒果TV现场同步直播！,普通,湖南,长沙,女,//@李宇春疯狂工作室:#李宇春[超话]# 三十而骊，这个夏天用汗水与泪水铸就的所有无价之姐们，请永远自信明亮。http://t.cn/A64Vma33 ，和主题曲创意总监、X大使@李宇春 一起乘风破浪！ 【原微博】 @乘风破浪的姐姐 她以戏谑而潇洒的态度完美释出“无价之姐”，她说“X”是不断拓宽边界、更新迭代的动力。十五年，野生野长，用自己的力量打破禁锢，尝试无限可能，她或许就是对“X”最好的诠释！等了一季，可把你给盼来了！主题曲创意总监、X大使：@李宇春 和30个姐姐一起跳《无价之姐》吗？全网都会的那种！#乘风破浪的姐姐#成团之夜http://t.cn/A64VnYV0 20:00湖南娱乐频道&芒果TV现场同步直播！,351,10448,0,0,0,乘风破浪的姐姐;李宇春[超话],喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/0084DzVMgy1giekyrdxptj31yb3h0u12.jpg""]""",2d74b4657bd6782bb6c74f7b793aebfe,2c0c4fb942db95f1e5577b60c475ba76,548e78ffdede684e716415315d155e7f,c06e30c61372f6e8abf72369e3ade9ce,77d8754b3583d0505d4137809dad1df6,1772c1a9151acf64365d761ee6982f1c,,0
我总好忙[允悲]//@甜葱盐葱的小圆子:这个姐姐@李宇春 有点奶[亲亲]#李宇春乘风破浪的姐姐x大使# #李宇春加盟姐姐成团之夜# ,非敏感,转发,9/4/2020 14:50,@微博综艺 #李宇春乘风破浪的姐姐X大使##李宇春姐姐团无价之姐彩排互动# 《乘风破浪的姐姐》成团之夜今晚即将来袭，李宇春姐姐团彩排互动上线，你期待吗？ ??,普通,湖南, ,女,我总好忙[允悲]//@甜葱盐葱的小圆子:这个姐姐@李宇春 有点奶[亲亲]#李宇春乘风破浪的姐姐x大使# #李宇春加盟姐姐成团之夜# 【原微博】 @微博综艺 #李宇春乘风破浪的姐姐X大使##李宇春姐姐团无价之姐彩排互动# 《乘风破浪的姐姐》成团之夜今晚即将来袭，李宇春姐姐团彩排互动上线，你期待吗？ ??,351,10448,0,0,0,李宇春乘风破浪的姐姐X大使;李宇春加盟姐姐成团之夜;李宇春姐姐团无价之姐彩排互动,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/002iQiZugy1giem1wms2ej60u01hc7wh02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/002iQiZugy1giem1vqns8j61hc0u07wh02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002iQiZugy1giem440s9nj64g02yob2c02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002iQiZugy1giem46772ij642s2pvhdv02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002iQiZugy1giem48dfmpj61y02x0b2b02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002iQiZugy1giem4a9jsxj61u52r7kjn02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002iQiZugy1giem4cf74zj63kf2dmu0z02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/002iQiZugy1giem4eyo9bj632s2am4qs02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/002iQiZugy1giem4hztlpj63ir2monph02.jpg""]""",2d74b4657bd6782bb6c74f7b793aebfe,ee1098f0112ec454ba1cdcab56315fd9,8393319a57cd50328ea6d3ca6d96d2c5,381173ebfdb7b431b1600c4c1c95ddca,83d6749187b148097a60dc2b82352fb0,5e597a41b5f6e89a266988ce7d4bb446,,0
[泪][泪][泪]//@Tubereuse___:slay全场只有LEE！！//@思湘://@火锅就不点毛肚哇:李宇春！真无价之姐！不愧是LIVE Queen！ ,非敏感,转发,9/4/2020 20:16,@圈内教父 #乘风破浪的姐姐成团之夜#李宇春&30位姐姐开场秀《无价之姐》开场就被惊艳到了！这气场和舞台绝了[跪了]真无价之姐！ http://t.cn/A64fcWGM ??,普通,湖南,岳阳,女,[泪][泪][泪]//@Tubereuse___:slay全场只有LEE！！//@思湘://@火锅就不点毛肚哇:李宇春！真无价之姐！不愧是LIVE Queen！ 【原微博】 @圈内教父 #乘风破浪的姐姐成团之夜#李宇春&30位姐姐开场秀《无价之姐》开场就被惊艳到了！这气场和舞台绝了[跪了]真无价之姐！ http://t.cn/A64fcWGM ??,351,10448,0,0,0,乘风破浪的姐姐成团之夜,悲伤,其他, ,2d74b4657bd6782bb6c74f7b793aebfe,bf6063deb73f0feedead4a906ff772cd,53d4ab8930db36c9386aef71c3249b24,ea3758d3263f4bfd5a047a6c54acd8b7,d1d6d4397409deebd69b9f5f749220fb,833dead50867503e43c482a528432926,,0
转发微博 ,非敏感,转发,10/12/2020 10:37,@洛杉矶湖人 道阻且长，行则将至。时隔10年，我们重回冠军之巅。这一年，我们经历了太多；这一刻，我们等待了太久。巅峰低谷，感谢湖人国度不离不弃。终于，我们能够大声喊出：湖！人！总！冠！军！?#洛忆不绝# #湖人总冠军# ??,橙V,广东,深圳,男,转发微博 【原微博】 @洛杉矶湖人 道阻且长，行则将至。时隔10年，我们重回冠军之巅。这一年，我们经历了太多；这一刻，我们等待了太久。巅峰低谷，感谢湖人国度不离不弃。终于，我们能够大声喊出：湖！人！总！冠！军！?#洛忆不绝# #湖人总冠军# ??,754,1443,0,0,0,湖人总冠军;洛忆不绝,中性,其他,"[http://wx2.sinaimg.cn/bmiddle/0049lgbgly1gjmcd5te7cj60go0gon3a02.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/0049lgbgly1gjmcdd4t3mg60go0go7wo02.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/0049lgbgly1gjmcd5resej60go0go7an02.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/0049lgbgly1gjmcdcqjcbg60go0goqvb02.gif""&&&&""http://wx3.sinaimg.cn/bmiddle/0049lgbgly1gjmcd5ypx5j60go0go45u02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/0049lgbgly1gjmcdbxu6lg60go0go4qv02.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/0049lgbgly1gjmcd5xkkuj60go0gojxy02.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/0049lgbgly1gjmcdc8df7g60go0go7wn02.gif""&&&&""http://wx4.sinaimg.cn/bmiddle/0049lgbgly1gjmcd7gsi7j60go0gojyc02.jpg""]""",2cb16afbf0bdc8a2f68c9c6e8391f2f4,da4a61b5815ad581a0fa58b0f1a5188e,e50cd114fe20a7506eeb4c0eaa85e594,df0f72ff4d8fa9f231749b5305685e5f,e50cd114fe20a7506eeb4c0eaa85e594,df0f72ff4d8fa9f231749b5305685e5f,,0
阿朵太Queen了吧[可爱] ,非敏感,转发,9/4/2020 20:28,@HeyWarWars #乘风破浪的姐姐成团之夜#开场秀！！李宇春携手30位姐姐带来主题曲《无价之姐》！[哆啦A梦花心]30位姐姐陆续走出来的时候都好美鸭！！[憧憬]http://t.cn/A64fcm8V ??,普通,上海, ,男,阿朵太Queen了吧[可爱] 【原微博】 @HeyWarWars #乘风破浪的姐姐成团之夜#开场秀！！李宇春携手30位姐姐带来主题曲《无价之姐》！[哆啦A梦花心]30位姐姐陆续走出来的时候都好美鸭！！[憧憬]http://t.cn/A64fcm8V ??,9825,854,0,0,5,乘风破浪的姐姐成团之夜,喜悦,其他, ,2c77c9443a1c507732e4121c5a7449b1,7361738a38bc1aedd4788ca14b4e56ec,3ce0304b570088afa1ce001ec4cf943a,017faaaef3b35fd6e21de9b665defa87,3ce0304b570088afa1ce001ec4cf943a,017faaaef3b35fd6e21de9b665defa87,,0
终于可以大声说出那五个字[太开心] ,非敏感,转发,10/12/2020 18:25,@洛杉矶湖人 任务完成！2020年NBA总冠军：洛 杉 矶 湖 人湖！人！总！冠！军！?#湖人总冠军# #洛忆不绝# ??,普通,上海, ,男,终于可以大声说出那五个字[太开心] 【原微博】 @洛杉矶湖人 任务完成！2020年NBA总冠军：洛 杉 矶 湖 人湖！人！总！冠！军！?#湖人总冠军# #洛忆不绝# ??,111,47,0,0,0,湖人总冠军;洛忆不绝,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/0049lgbggy1gjmbl15h44j60xc0hgtwb02.jpg""]""",2c73f18ea5246ce9ef906305c55342c4,2b817727f1f5fc871a2f99f11f43a236,3f5543e5867ace03ed8b9293e7ebfe46,df0f72ff4d8fa9f231749b5305685e5f,3f5543e5867ace03ed8b9293e7ebfe46,df0f72ff4d8fa9f231749b5305685e5f,,0
[心][心] ,非敏感,转发,10/12/2020 19:42,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,橙V,云南, ,女,[心][心] 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,316,6635,0,0,0,湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",2c5ab46d1246792c52cf58240374ab5a,a9d75c7b4583c7e02d9268533324eaec,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,,0
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！ ,非敏感,转发,10/12/2020 19:46,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,橙V,云南, ,女,@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！ 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,316,6635,0,0,0,明星势力榜;湖人总冠军,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",2c5ab46d1246792c52cf58240374ab5a,c870376226be3b82ac9477ea9807550c,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,,0
没有科比，湖人照样运转…这个世界，少了谁都没什么大不了… ,非敏感,转发,10/14/2020 9:46,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??,普通,广东, ,女,没有科比，湖人照样运转…这个世界，少了谁都没什么大不了… 【原微博】 @李现ing 恭喜！[鼓掌]#湖人总冠军# ??,536,1889,0,0,0,湖人总冠军,悲伤,其他,"[http://wx2.sinaimg.cn/bmiddle/8cb725a7gy1gjme17h4xvj20iw0iw77q.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme1884nvj20f40iwgn4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/8cb725a7gy1gjme17xtsbj20sg0zk49a.jpg""]""",2be5e30c21f71fc6ccef9e5441cf38de,e8ba14cad989bf498f9283fe671a4fd5,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,ba40b6240dbc3b9b342c289266b3d593,83398876ad731b98d41f48ef63134d63,,0
转发微博 ,非敏感,转发,10/13/2020 23:09,@科比吧官方微博 【科比被加入湖人总冠军壁画】身披黑曼巴球衣?面带微笑?与我们一同见证湖人总冠军?????????????????#科比被加入湖人总冠军壁画##湖人总冠军# ??,普通,广东,广州,男,转发微博 【原微博】 @科比吧官方微博 【科比被加入湖人总冠军壁画】身披黑曼巴球衣?面带微笑?与我们一同见证湖人总冠军?????????????????#科比被加入湖人总冠军壁画##湖人总冠军# ??,296,132,0,0,0,湖人总冠军;科比被加入湖人总冠军壁画,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/66755707ly1gjo3j8txvvj20ku0ku7ig.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/66755707ly1gjo3j8bfi0j20ku0q1nfc.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/66755707ly1gjo3kcfc43j20p00e2div.jpg""]""",2bc517a248b5bfbcaeaa6293aa7e3bf7,3258d53b2231f8a2da455edef61c3bba,f8baded43b8ad6ac2dc895e3f64b4e47,37dfca61a478b5d4bf34cfb747cb03fd,f8baded43b8ad6ac2dc895e3f64b4e47,37dfca61a478b5d4bf34cfb747cb03fd,,0
